年度,球団,左右,選手名,試合数,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打
2009,広島東洋,左,コズロースキー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,広島東洋,右,小窪　哲也,70,209,183,25,54,11,0,2,71,16,2,1,4,0,20,1,2,33,2
2009,広島東洋,右,小松　剛,25,11,11,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4,1
2009,広島東洋,左,齊藤　悠葵,27,37,33,1,1,0,0,0,1,0,0,0,4,0,0,0,0,12,0
2009,広島東洋,右,鞘師　智也,2,5,5,2,2,2,0,0,4,0,0,0,0,0,0,0,0,1,0
2009,広島東洋,右,シーボル,40,142,127,9,27,3,1,4,44,11,1,1,0,2,10,0,3,32,2
2009,広島東洋,右,シュルツ,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,広島東洋,左,篠田　純平,13,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1
2009,広島東洋,左,嶋　重宣,89,198,175,12,40,9,0,2,55,17,3,1,0,5,15,2,3,34,7
2009,広島東洋,左,末永　真史,73,170,154,23,43,8,1,2,59,19,3,1,0,0,15,0,1,48,1
2009,広島東洋,右,梵　英心,73,264,241,28,54,9,4,2,77,19,14,3,3,1,18,1,1,37,4
2009,広島東洋,右,ドーマン,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,広島東洋,右,永川　勝浩,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,広島東洋,左,中東　直瑛,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,広島東洋,右,長谷川　昌幸,10,9,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
2009,広島東洋,右,林　昌樹,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,広島東洋,左,東出　輝裕,142,625,558,71,164,16,8,0,196,26,14,7,19,3,44,3,1,39,5
2009,広島東洋,右,廣瀬　純,94,213,195,18,54,9,1,5,80,22,1,3,4,4,7,0,3,32,3
2009,広島東洋,右,フィリップス,74,301,264,35,70,15,1,15,132,50,0,0,0,5,27,0,5,48,7
2009,広島東洋,右,マクレーン,114,447,401,43,98,18,0,18,170,52,1,2,0,1,43,1,2,107,8
2009,広島東洋,右,前田　健太,29,62,50,0,8,3,0,0,11,1,0,0,9,0,3,0,0,12,0
2009,広島東洋,右,牧野　塁,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,広島東洋,左,松本　高明,7,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,広島東洋,右,森　跳二,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,広島東洋,右,山本　芳彦,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,広島東洋,右,横山　竜士,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,広島東洋,右,ルイス,29,59,52,4,9,0,0,3,18,3,0,0,4,0,3,0,0,22,0
2009,千葉ロッテ,右,井口　資仁,123,530,448,71,126,24,3,19,213,65,4,4,0,1,68,2,13,101,11
2009,千葉ロッテ,右,伊藤　義弘,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,右,今江　敏晃,113,441,409,35,101,19,2,9,151,60,2,3,12,2,12,0,6,60,17
2009,千葉ロッテ,右,上野　大樹,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,右,内　竜也,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,右,大塚　明,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,左,大松　尚逸,139,553,494,67,133,28,1,19,220,79,0,3,2,6,47,1,4,80,11
2009,千葉ロッテ,左,大嶺　祐太,16,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,千葉ロッテ,右,荻野　忠寛,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,右,小野　晋吾,23,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2009,千葉ロッテ,左,角中　勝也,10,21,18,1,3,0,1,0,5,1,1,0,1,0,2,0,0,5,0
2009,千葉ロッテ,左,金澤　岳,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,右,唐川　侑己,22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,千葉ロッテ,左,川崎　雄介,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,左,神戸　拓光,9,18,16,0,2,0,0,0,2,0,0,0,1,0,1,0,0,5,0
2009,千葉ロッテ,右,小林　宏之,26,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,右,小宮山　悟,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,右,サブロー,119,489,427,71,134,24,2,22,228,68,4,7,4,9,48,2,1,121,7
2009,千葉ロッテ,右,里崎　智也,124,479,414,39,97,22,1,10,151,49,0,2,5,5,49,2,6,121,7
2009,千葉ロッテ,右,シコースキー,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,右,清水　直行,23,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0
2009,千葉ロッテ,右,新里　賢,2,5,4,1,1,0,1,0,3,2,0,0,0,0,1,0,0,0,1
2009,千葉ロッテ,左,高木　晃次,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,右,竹原　直隆,89,262,215,23,49,9,1,5,75,30,2,5,6,2,34,1,5,61,3
2009,千葉ロッテ,右,田中　雅彦,41,75,64,13,17,3,0,1,23,8,6,1,4,2,5,0,0,17,1
2009,千葉ロッテ,右,中郷　大樹,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,左,成瀬　善久,23,3,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2009,千葉ロッテ,両,西岡　剛,120,531,454,70,118,24,5,14,194,41,26,10,3,2,67,3,5,76,6
2009,千葉ロッテ,左,根元　俊一,30,74,69,3,12,2,1,0,16,2,0,1,1,1,3,0,0,14,1
2009,千葉ロッテ,左,根本　朋久,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,左,バーナム・ジュニア,73,179,147,14,32,7,1,4,53,22,1,0,1,1,20,0,10,37,4
2009,千葉ロッテ,右,橋本　健太郎,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,左,橋本　将,94,288,252,19,59,14,0,2,79,27,0,0,1,2,32,1,1,80,3
2009,千葉ロッテ,両,早川　大輔,84,189,175,30,39,6,1,1,50,12,5,4,6,1,6,0,1,34,0
2009,千葉ロッテ,両,早坂　圭介,103,249,219,38,49,10,4,1,70,17,12,7,12,1,16,0,1,44,2
2009,千葉ロッテ,左,福浦　和也,129,460,396,47,108,18,0,6,144,39,1,0,11,3,46,0,4,65,8
2009,千葉ロッテ,左,古谷　拓哉,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,右,ベニー,95,320,272,23,72,14,1,7,109,31,0,3,0,3,44,1,1,59,8
2009,千葉ロッテ,左,塀内　久雄,54,108,96,17,29,4,0,4,45,10,0,0,2,0,8,0,2,31,2
2009,千葉ロッテ,右,堀　幸一,56,121,112,13,29,7,0,4,48,17,0,0,2,1,5,1,1,31,4
2009,千葉ロッテ,左,松本　幸大,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,右,南　竜介,15,40,39,6,11,2,1,3,24,8,0,0,0,0,1,0,0,10,1
2009,千葉ロッテ,両,ランビン,58,132,120,18,23,8,0,4,43,12,0,0,2,0,9,1,1,34,1
2009,千葉ロッテ,右,渡辺　俊介,25,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,千葉ロッテ,右,渡辺　正人,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,右,相川　亮二,122,446,413,26,102,21,1,5,140,43,2,2,6,3,23,3,1,69,14
2009,東京ヤクルト,左,青木　宣親,142,624,531,87,161,23,2,16,236,66,18,10,1,4,75,4,13,65,9
2009,東京ヤクルト,左,赤川　克紀,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,左,李　恵踐,42,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2009,東京ヤクルト,右,飯原　誉士,94,198,180,26,45,8,0,6,71,23,11,2,1,0,10,1,7,40,6
2009,東京ヤクルト,右,五十嵐　亮太,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,左,石川　雅規,30,66,52,3,8,0,0,0,8,0,0,0,13,0,1,0,0,17,1
2009,東京ヤクルト,右,一場　靖弘,9,10,10,0,2,0,0,0,2,0,1,0,0,0,0,0,0,3,0
2009,東京ヤクルト,右,林　昌勇,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,東京ヤクルト,左,上田　剛史,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,東京ヤクルト,左,岡本　秀寛,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,右,押本　健彦,51,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2009,東京ヤクルト,左,鬼崎　裕司,15,50,45,5,16,2,0,2,24,8,0,0,1,0,4,2,0,3,0
2009,東京ヤクルト,左,ガイエル,128,482,409,62,109,26,1,27,218,80,2,1,0,5,53,4,15,101,6
2009,東京ヤクルト,両,梶本　勇介,12,27,26,2,7,0,0,0,7,1,1,1,0,0,1,0,0,4,0
2009,東京ヤクルト,左,加藤　幹典,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,右,鎌田　祐哉,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,右,川島　慶三,118,485,427,49,109,13,2,12,162,43,8,7,17,3,32,0,6,77,9
2009,東京ヤクルト,左,川島　亮,14,22,18,1,4,0,0,0,4,0,0,0,3,0,1,0,0,6,0
2009,東京ヤクルト,左,川端　慎吾,30,42,37,2,10,0,0,0,10,0,0,0,2,0,3,0,0,6,2
2009,東京ヤクルト,右,川本　良平,39,73,66,8,13,1,0,3,23,9,0,0,2,0,4,0,1,15,3
2009,東京ヤクルト,右,木田　優夫,30,5,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0
2009,東京ヤクルト,右,衣川　篤史,5,4,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2009,東京ヤクルト,左,佐藤　賢,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,右,志田　宗大,14,22,21,3,4,0,0,1,7,2,0,0,0,0,1,0,0,7,0
2009,東京ヤクルト,右,城石　憲之,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,左,高井　雄平,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,右,高市　俊,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,東京ヤクルト,右,高木　啓充,14,12,9,0,2,0,0,0,2,0,0,0,3,0,0,0,0,5,0
2009,東京ヤクルト,左,武内　晋一,112,162,144,15,37,4,0,2,47,13,0,0,1,1,15,2,1,23,1
2009,東京ヤクルト,右,館山　昌平,28,67,60,2,7,1,0,0,8,3,0,0,5,0,2,0,0,32,3
2009,東京ヤクルト,右,田中　浩康,130,514,434,48,112,24,2,4,152,35,6,2,38,4,34,0,4,50,10
2009,東京ヤクルト,右,デントナ,118,428,391,39,108,19,0,21,190,83,0,0,0,5,30,2,2,110,10
2009,東京ヤクルト,左,中尾　敏浩,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,右,中村　悠平,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,東京ヤクルト,右,西崎　聡,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,右,野口　祥順,74,94,80,21,21,3,0,1,27,4,11,3,6,1,6,0,1,22,1
2009,東京ヤクルト,左,バレット,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,右,萩原　淳,34,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2009,東京ヤクルト,右,橋本　義隆,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,右,畠山　和洋,85,214,182,14,43,8,1,4,65,19,0,1,1,4,27,0,0,31,7
2009,東京ヤクルト,右,花田　真人,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,右,福川　将和,11,12,10,1,1,0,0,0,1,0,0,0,0,0,2,1,0,5,0
2009,東京ヤクルト,両,福地　寿樹,137,543,504,75,136,13,5,5,174,34,42,6,5,3,27,1,4,86,4
2009,東京ヤクルト,右,増渕　竜義,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2009,東京ヤクルト,右,松井　光介,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,右,松岡　健一,52,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
2009,東京ヤクルト,左,松元　ユウイチ,51,75,67,2,15,4,0,0,19,4,1,0,0,0,7,0,1,16,1
2009,東京ヤクルト,左,丸山　貴史,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,右,宮本　慎也,128,505,469,43,138,26,4,5,187,46,3,2,12,4,16,0,4,58,6
2009,東京ヤクルト,左,三輪　正義,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,東京ヤクルト,左,村中　恭兵,9,13,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6,0
2009,東京ヤクルト,左,森岡　良介,35,47,43,3,9,1,0,1,13,2,0,0,1,0,2,0,1,14,3
2009,東京ヤクルト,右,山本　斉,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,東京ヤクルト,右,ユウキ,21,31,22,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,1
2009,東京ヤクルト,左,吉川　昌宏,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東京ヤクルト,左,由規,22,38,30,0,0,0,0,0,0,1,0,0,6,1,1,0,0,19,1
2009,東京ヤクルト,右,吉本　亮,32,33,25,5,9,2,0,1,14,6,0,0,6,0,2,0,0,2,0
2009,東京ヤクルト,右,米野　智人,11,19,18,2,5,0,0,0,5,0,0,0,1,0,0,0,0,4,1
2009,東北楽天,右,青山　浩二,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,右,朝井　秀樹,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,左,有銘　兼久,54,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2009,東北楽天,右,井坂　亮平,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,東北楽天,左,伊志嶺　忠,11,14,12,0,2,0,0,0,2,0,0,0,0,0,2,0,0,5,0
2009,東北楽天,左,礒部　公一,8,21,17,0,2,0,0,0,2,1,0,0,0,1,3,0,0,3,1
2009,東北楽天,右,岩隈　久志,24,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2009,東北楽天,両,内村　賢介,62,85,68,14,11,2,0,0,13,5,10,2,7,0,10,0,0,14,2
2009,東北楽天,左,辛島　航,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,左,川井　貴志,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,右,川岸　強,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,右,木谷　寿巳,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,右,グウィン,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,左,草野　大輔,122,511,462,55,141,28,0,7,190,54,3,0,3,2,27,1,17,60,15
2009,東北楽天,左,憲史,77,139,121,7,37,8,0,3,54,21,0,0,0,2,15,0,1,18,4
2009,東北楽天,左,小坂　誠,105,213,176,19,40,3,1,1,48,8,7,4,17,1,18,0,0,31,1
2009,東北楽天,右,小山　伸一郎,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,東北楽天,左,佐竹　健太,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,右,塩川　達也,24,20,18,2,3,0,0,0,3,2,1,0,1,1,0,0,0,5,3
2009,東北楽天,右,嶋　基宏,106,294,249,27,58,9,0,1,70,14,1,4,20,0,22,2,3,55,5
2009,東北楽天,右,丈武,9,21,20,3,6,4,0,0,10,3,0,0,0,0,1,0,0,5,1
2009,東北楽天,両,セギノール,104,361,316,37,80,18,0,14,140,54,1,0,0,1,39,2,5,83,8
2009,東北楽天,右,高須　洋介,67,236,204,18,62,13,0,1,78,22,1,1,9,3,18,1,2,18,5
2009,東北楽天,右,田中　将大,25,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1
2009,東北楽天,右,チルダース,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,左,鉄平,132,565,496,84,162,26,13,12,250,76,13,5,8,5,47,1,9,76,4
2009,東北楽天,左,永井　怜,26,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2009,東北楽天,右,中島　俊哉,47,114,104,9,29,4,0,1,36,8,0,1,0,1,7,1,2,17,3
2009,東北楽天,右,中谷　仁,55,128,100,13,20,1,0,3,30,14,0,1,14,2,12,0,0,33,5
2009,東北楽天,右,中村　紀洋,77,294,263,16,58,11,0,2,75,26,0,1,1,1,29,2,0,41,11
2009,東北楽天,左,中村　真人,101,353,318,34,86,13,2,3,112,25,9,4,10,2,22,0,1,32,5
2009,東北楽天,左,西谷　尚徳,6,25,22,0,2,1,0,0,3,3,1,0,3,0,0,0,0,4,0
2009,東北楽天,両,西村　弥,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,左,長谷部　康平,25,6,6,1,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0
2009,東北楽天,左,聖澤　諒,79,65,59,14,13,1,0,0,14,5,15,2,3,0,2,0,1,18,2
2009,東北楽天,左,平石　洋介,26,64,59,6,15,4,2,1,26,8,1,3,1,1,3,0,0,13,0
2009,東北楽天,右,福盛　和男,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,右,藤井　彰人,35,76,71,7,23,1,0,1,27,9,0,0,3,0,2,0,0,9,2
2009,東北楽天,左,藤原　紘通,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,東北楽天,右,牧田　明久,37,24,24,7,3,1,0,0,4,2,0,0,0,0,0,0,0,6,1
2009,東北楽天,左,枡田　慎太郎,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2009,東北楽天,左,松崎　伸吾,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,右,松本　輝,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,右,宮出　隆自,82,168,155,13,47,5,1,3,63,21,5,0,0,3,9,1,1,26,6
2009,東北楽天,右,山崎　武司,142,611,536,73,132,27,0,39,276,107,3,0,0,4,67,4,4,114,23
2009,東北楽天,右,山村　宏樹,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,左,横川　史学,5,20,17,0,2,0,0,0,2,1,0,0,0,0,3,1,0,6,0
2009,東北楽天,右,ラズナー,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2009,東北楽天,右,リック,61,201,184,13,47,7,0,3,63,13,4,1,0,1,13,2,3,24,4
2009,東北楽天,両,リンデン,73,317,284,47,83,22,0,12,141,37,2,5,0,0,32,1,1,105,5
2009,東北楽天,左,渡邉　恒樹,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,東北楽天,右,渡辺　直人,125,547,463,79,128,24,2,1,159,28,26,7,19,3,55,1,7,69,13
2009,横浜,右,阿斗里,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,横浜,左,石井　裕也,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,横浜,左,石川　雄洋,134,495,463,38,112,15,3,2,139,24,19,4,15,1,13,0,3,98,8
2009,横浜,左,ウォーランド,21,30,27,2,5,3,0,0,8,0,0,0,1,0,2,0,0,12,0
2009,横浜,右,牛田　成樹,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,横浜,右,内川　聖一,132,552,503,65,160,32,2,17,247,66,1,5,2,4,42,5,1,56,16
2009,横浜,右,大西　宏明,44,70,64,1,9,4,0,0,13,6,1,1,2,0,3,0,1,17,3
2009,横浜,右,小山田　保裕,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,横浜,左,梶谷　隆幸,22,44,39,4,5,1,0,1,9,2,1,0,4,0,1,0,0,10,0
2009,横浜,左,加藤　康介,31,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,横浜,右,加藤　武治,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,横浜,左,北川　隼行,19,47,44,6,10,2,0,1,15,4,0,0,2,0,1,0,0,13,0
2009,横浜,右,木塚　敦志,43,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2009,横浜,両,金城　龍彦,118,341,312,37,88,21,2,9,140,34,1,3,5,1,18,6,5,44,6
2009,横浜,右,グリン,23,33,26,1,4,1,0,0,5,0,0,0,3,0,2,0,2,12,0
2009,横浜,左,工藤　公康,46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,横浜,右,呉本　成徳,17,17,16,0,4,1,0,0,5,0,0,0,0,0,1,0,0,5,2
2009,横浜,右,黒羽根　利規,10,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0
2009,横浜,右,桑原　謙太朗,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,横浜,右,桑原　義行,20,20,18,3,5,1,0,1,9,3,0,0,0,0,2,0,0,5,1
2009,横浜,右,小杉　陽太,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,横浜,右,小林　太志,12,19,18,0,1,1,0,0,2,0,0,0,0,0,1,0,0,11,0
2009,横浜,右,斉藤　俊雄,20,26,24,1,5,1,0,0,6,2,0,0,1,0,1,0,0,9,0
2009,横浜,左,佐伯　貴弘,114,402,361,32,93,16,0,12,145,55,1,1,0,3,35,0,3,90,9
2009,横浜,右,真田　裕貴,68,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2009,横浜,左,ジョンソン,117,382,325,43,70,6,1,24,150,57,0,0,0,1,52,1,4,78,10
2009,横浜,右,下窪　陽介,7,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2009,横浜,左,下園　辰哉,81,221,198,29,51,7,0,6,76,11,2,2,1,1,20,0,1,34,2
2009,横浜,右,関口　雄大,2,4,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0
2009,横浜,右,高崎　健太郎,56,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2009,横浜,左,高宮　和也,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,横浜,左,高森　勇気,2,5,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2009,横浜,右,武山　真吾,49,130,120,7,29,5,0,0,34,5,1,1,2,0,7,1,1,35,2
2009,横浜,右,寺原　隼人,13,30,26,0,4,0,0,0,4,1,0,0,3,0,1,0,0,8,0
2009,横浜,左,内藤　雄太,69,95,87,11,22,5,1,5,44,14,1,0,1,0,7,0,0,22,1
2009,横浜,左,那須野　巧,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,横浜,右,新沼　慎二,34,75,69,5,11,0,0,1,14,2,0,0,1,0,4,0,1,21,2
2009,横浜,右,仁志　敏久,51,158,132,10,21,3,0,0,24,3,0,0,13,0,12,0,1,25,6
2009,横浜,右,野口　寿浩,17,44,38,4,8,2,1,0,12,3,0,0,2,0,4,1,0,13,1
2009,横浜,右,野中　信吾,7,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2009,横浜,右,藤江　均,10,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0
2009,横浜,左,藤田　一也,120,381,346,44,93,7,5,4,122,20,6,2,24,3,7,0,1,34,4
2009,横浜,右,細山田　武史,88,203,177,9,28,7,0,0,35,11,0,1,11,0,13,2,2,51,4
2009,横浜,右,マストニー,17,18,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0
2009,横浜,右,松家　卓弘,9,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,横浜,左,松本　啓二朗,22,47,44,4,6,0,0,0,6,1,1,1,0,1,2,0,0,10,1
2009,横浜,右,三浦　大輔,29,65,56,3,10,1,1,0,13,4,0,0,7,1,1,0,0,20,1
2009,横浜,右,村田　修一,93,369,343,45,94,16,1,25,187,69,0,1,0,0,21,2,5,80,7
2009,横浜,左,森笠　繁,62,113,101,13,20,6,0,2,32,11,1,0,1,2,8,0,1,23,3
2009,横浜,右,山口　俊,51,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,横浜,右,山崎　憲晴,69,128,107,12,20,1,0,1,24,8,2,0,8,0,12,0,1,36,0
2009,横浜,右,横山　道哉,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,横浜,右,吉川　輝昭,12,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2009,横浜,左,吉見　祐治,29,25,17,1,3,0,0,0,3,1,0,0,8,0,0,0,0,2,0
2009,横浜,右,吉村　裕基,144,588,528,62,131,26,2,16,209,54,13,7,0,4,45,1,11,134,17
2009,横浜,左,ランドルフ,8,20,16,2,2,1,0,1,6,1,0,1,1,0,3,0,0,7,0
2009,福岡ソフトバンク,右,アギーラ,14,48,42,0,4,0,0,0,4,0,0,0,0,0,6,0,0,16,3
2009,福岡ソフトバンク,左,明石　健志,48,114,103,14,30,9,2,1,46,9,6,0,2,1,8,0,0,27,0
2009,福岡ソフトバンク,右,新垣　渚,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,福岡ソフトバンク,右,荒金　久雄,16,11,11,2,3,0,0,1,6,4,0,0,0,0,0,0,0,2,0
